threshold,cal_sens,cal_spec,test_sens,test_spec
0.5863,0.4924,1.0,0.4651,0.9818
0.5868,0.4924,1.0,0.4651,0.9818
0.5873,0.4924,1.0,0.4651,0.9818
0.5878,0.4924,1.0,0.4651,0.9818
0.5883,0.4924,1.0,0.4651,0.9818
0.5888,0.4924,1.0,0.4651,0.9818
0.5893,0.4924,1.0,0.4651,0.9818
0.5898,0.4924,1.0,0.4651,0.9818
0.5903,0.4924,1.0,0.4651,0.9818
0.5908,0.4924,1.0,0.4651,0.9818
0.5913,0.4492,1.0,0.415,0.9865
0.5918,0.4492,1.0,0.415,0.9865
0.5923,0.4492,1.0,0.415,0.9865
0.5928,0.4492,1.0,0.415,0.9865
0.5933,0.4492,1.0,0.415,0.9865
0.5938,0.4492,1.0,0.415,0.9865
0.5943,0.4492,1.0,0.415,0.9865
0.5948,0.4492,1.0,0.415,0.9865
0.5953,0.4492,1.0,0.415,0.9865
0.5958,0.4492,1.0,0.415,0.9865
0.5963,0.4492,1.0,0.415,0.9865
0.5968,0.4492,1.0,0.415,0.9865
0.5973,0.4492,1.0,0.415,0.9865
0.5978,0.4492,1.0,0.415,0.9865
0.5983,0.4492,1.0,0.415,0.9865
0.5988,0.4492,1.0,0.415,0.9865
0.5993,0.4492,1.0,0.415,0.9865
0.5998,0.4492,1.0,0.415,0.9865
0.6003,0.4492,1.0,0.415,0.9865
0.6008,0.4492,1.0,0.415,0.9865
0.6013,0.4492,1.0,0.415,0.9865
0.6018,0.4492,1.0,0.415,0.9865
0.6023,0.4492,1.0,0.415,0.9865
0.6028,0.4492,1.0,0.415,0.9865
0.6033,0.4492,1.0,0.415,0.9865
0.6038,0.4492,1.0,0.415,0.9865
0.6043,0.4492,1.0,0.415,0.9865
0.6048,0.4492,1.0,0.415,0.9865
0.6053,0.4492,1.0,0.415,0.9865
0.6058,0.4492,1.0,0.415,0.9865
0.6063,0.4492,1.0,0.415,0.9865
0.6068,0.4492,1.0,0.415,0.9865
0.6073,0.4492,1.0,0.415,0.9865
0.6078,0.4492,1.0,0.415,0.9865
0.6083,0.4492,1.0,0.415,0.9865
0.6088,0.4492,1.0,0.415,0.9865
0.6093,0.4492,1.0,0.415,0.9865
0.6098,0.4492,1.0,0.415,0.9865
0.6103,0.4492,1.0,0.415,0.9865
0.6108,0.4492,1.0,0.415,0.9865
0.6113,0.4492,1.0,0.415,0.9865
0.6118,0.4492,1.0,0.415,0.9865
0.6123,0.4492,1.0,0.415,0.9865
0.6128,0.4492,1.0,0.415,0.9865
0.6133,0.4492,1.0,0.415,0.9865
0.6138,0.4492,1.0,0.415,0.9865
0.6143,0.4492,1.0,0.415,0.9865
0.6148,0.4492,1.0,0.415,0.9865
0.6153,0.4492,1.0,0.415,0.9865
0.6158,0.4492,1.0,0.415,0.9865
0.6163,0.4492,1.0,0.415,0.9865
0.6168,0.4492,1.0,0.415,0.9865
0.6173,0.4492,1.0,0.415,0.9865
0.6178,0.4492,1.0,0.415,0.9865
0.6183,0.4492,1.0,0.415,0.9865
0.6188,0.4492,1.0,0.415,0.9865
0.6193,0.4492,1.0,0.415,0.9865
0.6198,0.4492,1.0,0.415,0.9865
0.6203,0.4492,1.0,0.415,0.9865
0.6208,0.4492,1.0,0.415,0.9865
0.6213,0.4492,1.0,0.415,0.9865
0.6218,0.4492,1.0,0.415,0.9865
0.6223,0.4492,1.0,0.415,0.9865
0.6228,0.4492,1.0,0.415,0.9865
0.6233,0.4492,1.0,0.415,0.9865
0.6238,0.4492,1.0,0.415,0.9865
0.6243,0.4492,1.0,0.415,0.9865
0.6248,0.4492,1.0,0.415,0.9865
0.6253,0.4492,1.0,0.415,0.9865
0.6258,0.4492,1.0,0.415,0.9865
0.6263,0.4492,1.0,0.415,0.9865
0.6268,0.4492,1.0,0.415,0.9865
0.6273,0.4492,1.0,0.415,0.9865
0.6278,0.4492,1.0,0.415,0.9865
0.6283,0.4492,1.0,0.415,0.9865
0.6288,0.4492,1.0,0.415,0.9865
0.6293,0.4492,1.0,0.415,0.9865
0.6298,0.4492,1.0,0.415,0.9865
0.6303,0.4492,1.0,0.415,0.9865
0.6308,0.4492,1.0,0.415,0.9865
0.6313,0.4492,1.0,0.415,0.9865
0.6318,0.4492,1.0,0.415,0.9865
0.6323,0.4492,1.0,0.415,0.9865
0.6328,0.4492,1.0,0.415,0.9865
0.6333,0.4492,1.0,0.415,0.9865
0.6338,0.4492,1.0,0.415,0.9865
0.6343,0.368,1.0,0.3113,0.991
0.6348,0.368,1.0,0.3113,0.991
0.6353,0.368,1.0,0.3113,0.991
0.6358,0.368,1.0,0.3113,0.991
0.6363,0.368,1.0,0.3113,0.991
0.6368,0.368,1.0,0.3113,0.991
0.6373,0.368,1.0,0.3113,0.991
0.6378,0.368,1.0,0.3113,0.991
0.6383,0.368,1.0,0.3113,0.991
0.6388,0.368,1.0,0.3113,0.991
0.6393,0.368,1.0,0.3113,0.991
0.6398,0.368,1.0,0.3113,0.991
0.6403,0.368,1.0,0.3113,0.991
0.6408,0.368,1.0,0.3113,0.991
0.6413,0.368,1.0,0.3113,0.991
0.6418,0.368,1.0,0.3113,0.991
0.6423,0.368,1.0,0.3113,0.991
0.6428,0.368,1.0,0.3113,0.991
0.6433,0.368,1.0,0.3113,0.991
0.6438,0.368,1.0,0.3113,0.991
0.6443,0.368,1.0,0.3113,0.991
0.6448,0.368,1.0,0.3113,0.991
0.6453,0.368,1.0,0.3113,0.991
0.6458,0.368,1.0,0.3113,0.991
0.6463,0.368,1.0,0.3113,0.991
0.6468,0.368,1.0,0.3113,0.991
0.6473,0.368,1.0,0.3113,0.991
0.6478,0.368,1.0,0.3113,0.991
0.6483,0.368,1.0,0.3113,0.991
0.6488,0.368,1.0,0.3113,0.991
0.6493,0.368,1.0,0.3113,0.991
0.6498,0.368,1.0,0.3113,0.991
0.6503,0.368,1.0,0.3113,0.991
0.6508,0.368,1.0,0.3113,0.991
0.6513,0.368,1.0,0.3113,0.991
0.6518,0.368,1.0,0.3113,0.991
0.6523,0.368,1.0,0.3113,0.991
0.6528,0.368,1.0,0.3113,0.991
0.6533,0.368,1.0,0.3113,0.991
0.6538,0.368,1.0,0.3113,0.991
0.6543,0.368,1.0,0.3113,0.991
0.6548,0.368,1.0,0.3113,0.991
0.6553,0.368,1.0,0.3113,0.991
0.6558,0.368,1.0,0.3113,0.991
0.6563,0.368,1.0,0.3113,0.9912
0.6568,0.368,1.0,0.3113,0.9912
0.6573,0.368,1.0,0.3113,0.9912
0.6578,0.368,1.0,0.3113,0.9912
0.6583,0.368,1.0,0.3113,0.9912
0.6588,0.368,1.0,0.3113,0.9912
0.6593,0.368,1.0,0.3113,0.9912
0.6598,0.368,1.0,0.3113,0.9912
0.6603,0.368,1.0,0.3113,0.9912
0.6608,0.368,1.0,0.3113,0.9912
0.6613,0.368,1.0,0.3113,0.9912
0.6618,0.368,1.0,0.3113,0.9912
0.6623,0.368,1.0,0.3113,0.9912
0.6628,0.368,1.0,0.3113,0.9912
0.6633,0.368,1.0,0.3113,0.9912
0.6638,0.368,1.0,0.3113,0.9912
0.6643,0.368,1.0,0.3095,0.9912
0.6648,0.368,1.0,0.3095,0.9912
0.6653,0.368,1.0,0.3095,0.9912
0.6658,0.368,1.0,0.3095,0.9912
0.6663,0.368,1.0,0.3095,0.9912
0.6668,0.368,1.0,0.3095,0.9912
0.6673,0.368,1.0,0.3095,0.9912
0.6678,0.368,1.0,0.3095,0.9912
0.6683,0.368,1.0,0.3095,0.9912
0.6688,0.368,1.0,0.3095,0.9912
0.6693,0.368,1.0,0.3095,0.9912
0.6698,0.368,1.0,0.3095,0.9912
0.6703,0.368,1.0,0.3095,0.9912
0.6708,0.368,1.0,0.3095,0.9912
0.6713,0.368,1.0,0.3095,0.9912
0.6718,0.368,1.0,0.3095,0.9912
0.6723,0.368,1.0,0.3095,0.9912
0.6728,0.368,1.0,0.3095,0.9912
0.6733,0.368,1.0,0.3095,0.9912
0.6738,0.368,1.0,0.3095,0.9912
0.6743,0.368,1.0,0.3095,0.9912
0.6748,0.368,1.0,0.3095,0.9912
0.6753,0.368,1.0,0.3095,0.9912
0.6758,0.368,1.0,0.3095,0.9912
0.6763,0.368,1.0,0.3095,0.9912
0.6768,0.368,1.0,0.3095,0.9912
0.6773,0.368,1.0,0.3095,0.9912
0.6778,0.368,1.0,0.3095,0.9912
0.6783,0.368,1.0,0.3095,0.9912
0.6788,0.368,1.0,0.3095,0.9912
0.6793,0.368,1.0,0.3095,0.9912
0.6798,0.368,1.0,0.3095,0.9912
0.6803,0.368,1.0,0.3095,0.9912
0.6808,0.368,1.0,0.3095,0.9912
0.6813,0.368,1.0,0.3095,0.9912
0.6818,0.368,1.0,0.3095,0.9912
0.6823,0.368,1.0,0.3095,0.9912
0.6828,0.368,1.0,0.3095,0.9912
0.6833,0.368,1.0,0.3095,0.9912
0.6838,0.368,1.0,0.3095,0.9912
0.6843,0.368,1.0,0.3095,0.9912
0.6848,0.368,1.0,0.3095,0.9912
0.6853,0.368,1.0,0.3095,0.9912
0.6858,0.368,1.0,0.3095,0.9912
0.6863,0.368,1.0,0.3095,0.9912
0.6868,0.368,1.0,0.3095,0.9912
0.6873,0.368,1.0,0.3095,0.9912
0.6878,0.368,1.0,0.3095,0.9912
0.6883,0.368,1.0,0.3095,0.9912
0.6888,0.368,1.0,0.3095,0.9912
0.6893,0.368,1.0,0.3095,0.9912
0.6898,0.368,1.0,0.3095,0.9912
0.6903,0.368,1.0,0.3095,0.9912
0.6908,0.368,1.0,0.3095,0.9912
0.6913,0.368,1.0,0.3095,0.9912
0.6918,0.368,1.0,0.3095,0.9912
0.6923,0.368,1.0,0.3095,0.9912
0.6928,0.368,1.0,0.3095,0.9912
0.6933,0.368,1.0,0.3095,0.9912
0.6938,0.368,1.0,0.3095,0.9912
0.6943,0.368,1.0,0.3095,0.9912
0.6948,0.368,1.0,0.3095,0.9912
0.6953,0.368,1.0,0.3095,0.9912
0.6958,0.368,1.0,0.3095,0.9912
0.6963,0.368,1.0,0.3095,0.9912
0.6968,0.368,1.0,0.3095,0.9912
0.6973,0.368,1.0,0.3095,0.9912
0.6978,0.368,1.0,0.3095,0.9912
0.6983,0.368,1.0,0.3095,0.9912
0.6988,0.368,1.0,0.3095,0.9912
0.6993,0.368,1.0,0.3095,0.9912
0.6998,0.3655,1.0,0.3095,0.9912
0.7004,0.3655,1.0,0.3095,0.9912
0.7009,0.3655,1.0,0.3095,0.9912
0.7014,0.3655,1.0,0.3095,0.9912
0.7019,0.3655,1.0,0.3095,0.9912
0.7024,0.3655,1.0,0.3095,0.9912
0.7029,0.3655,1.0,0.3095,0.9912
0.7034,0.3655,1.0,0.3095,0.9912
0.7039,0.3655,1.0,0.3095,0.9912
0.7044,0.3655,1.0,0.3095,0.9912
0.7049,0.3655,1.0,0.3095,0.9912
0.7054,0.3655,1.0,0.3095,0.9912
0.7059,0.3655,1.0,0.3095,0.9912
0.7064,0.3655,1.0,0.3095,0.9912
0.7069,0.3655,1.0,0.3095,0.9912
0.7074,0.3655,1.0,0.3095,0.9912
0.7079,0.3655,1.0,0.3095,0.9912
0.7084,0.3655,1.0,0.3095,0.9912
0.7089,0.3655,1.0,0.3095,0.9912
0.7094,0.3655,1.0,0.3095,0.9912
0.7099,0.3655,1.0,0.3095,0.9912
0.7104,0.3655,1.0,0.3095,0.9912
0.7109,0.3655,1.0,0.3095,0.9912
0.7114,0.3655,1.0,0.3095,0.9912
0.7119,0.3655,1.0,0.3095,0.9912
0.7124,0.3655,1.0,0.3095,0.9912
0.7129,0.3655,1.0,0.3095,0.9912
0.7134,0.3655,1.0,0.3095,0.9912
0.7139,0.3655,1.0,0.3095,0.9912
0.7144,0.3655,1.0,0.3095,0.9912
0.7149,0.3655,1.0,0.3095,0.9912
0.7154,0.3655,1.0,0.3095,0.9912
0.7159,0.3655,1.0,0.3095,0.9912
0.7164,0.3655,1.0,0.3095,0.9912
0.7169,0.3655,1.0,0.3095,0.9912
0.7174,0.3655,1.0,0.3095,0.9912
0.7179,0.3655,1.0,0.3095,0.9912
0.7184,0.3655,1.0,0.3095,0.9912
0.7189,0.3655,1.0,0.3095,0.9912
0.7194,0.3655,1.0,0.3095,0.9912
0.7199,0.3655,1.0,0.3095,0.9912
0.7204,0.3655,1.0,0.3095,0.9912
0.7209,0.3655,1.0,0.3095,0.9912
0.7214,0.3655,1.0,0.3095,0.9912
0.7219,0.3655,1.0,0.3095,0.9912
0.7224,0.3655,1.0,0.3095,0.9912
0.7229,0.3655,1.0,0.3095,0.9912
0.7234,0.3655,1.0,0.3095,0.9912
0.7239,0.3655,1.0,0.3095,0.9912
0.7244,0.3655,1.0,0.3095,0.9912
0.7249,0.3655,1.0,0.3095,0.9912
0.7254,0.3655,1.0,0.3095,0.9912
0.7259,0.3655,1.0,0.3095,0.9912
0.7264,0.3655,1.0,0.3095,0.9912
0.7269,0.3655,1.0,0.3095,0.9912
0.7274,0.3655,1.0,0.3095,0.9912
0.7279,0.3655,1.0,0.3095,0.9912
0.7284,0.3655,1.0,0.3095,0.9912
0.7289,0.3655,1.0,0.3095,0.9912
0.7294,0.3655,1.0,0.3095,0.9912
0.7299,0.3655,1.0,0.3095,0.9912
0.7304,0.3655,1.0,0.3095,0.9912
0.7309,0.3655,1.0,0.3095,0.9912
0.7314,0.3655,1.0,0.3095,0.9912
0.7319,0.3655,1.0,0.3095,0.9912
0.7324,0.3655,1.0,0.3095,0.9912
0.7329,0.3655,1.0,0.3095,0.9912
0.7334,0.3655,1.0,0.3095,0.9912
0.7339,0.3655,1.0,0.3095,0.9912
0.7344,0.3655,1.0,0.3095,0.9912
0.7349,0.3655,1.0,0.3095,0.9912
0.7354,0.3655,1.0,0.3095,0.9912
0.7359,0.3655,1.0,0.3095,0.9912
0.7364,0.3655,1.0,0.3095,0.9912
0.7369,0.3655,1.0,0.3095,0.9912
0.7374,0.3655,1.0,0.3095,0.9912
0.7379,0.3655,1.0,0.3095,0.9912
0.7384,0.3655,1.0,0.3095,0.9912
0.7389,0.3655,1.0,0.3095,0.9912
0.7394,0.3655,1.0,0.3095,0.9912
0.7399,0.3655,1.0,0.3095,0.9912
0.7404,0.3655,1.0,0.3095,0.9912
0.7409,0.3655,1.0,0.3095,0.9912
0.7414,0.3655,1.0,0.3095,0.9912
0.7419,0.3655,1.0,0.3095,0.9912
0.7424,0.3655,1.0,0.3095,0.9912
0.7429,0.3655,1.0,0.3095,0.9912
0.7434,0.3655,1.0,0.3095,0.9912
0.7439,0.3655,1.0,0.3095,0.9912
0.7444,0.3655,1.0,0.3095,0.9912
0.7449,0.3655,1.0,0.3095,0.9912
0.7454,0.3655,1.0,0.3095,0.9912
0.7459,0.3655,1.0,0.3095,0.9912
0.7464,0.3655,1.0,0.3095,0.9912
0.7469,0.3655,1.0,0.3095,0.9912
0.7474,0.3655,1.0,0.3095,0.9912
0.7479,0.3655,1.0,0.3095,0.9912
0.7484,0.3655,1.0,0.3095,0.9912
0.7489,0.3655,1.0,0.3095,0.9912
0.7494,0.3655,1.0,0.3095,0.9912
0.7499,0.3655,1.0,0.3095,0.9912
0.7504,0.3629,1.0,0.3041,0.9917
0.7509,0.3604,1.0,0.3041,0.9917
0.7514,0.3604,1.0,0.3041,0.9917
0.7519,0.3604,1.0,0.3041,0.9917
0.7524,0.3604,1.0,0.3041,0.9917
0.7529,0.3604,1.0,0.3041,0.9917
0.7534,0.3604,1.0,0.3041,0.9917
0.7539,0.3604,1.0,0.3041,0.9917
0.7544,0.3604,1.0,0.3041,0.9917
0.7549,0.3604,1.0,0.3041,0.9917
0.7554,0.3604,1.0,0.3041,0.9917
0.7559,0.3604,1.0,0.3041,0.9917
0.7564,0.3604,1.0,0.3041,0.9917
0.7569,0.3604,1.0,0.3041,0.9917
0.7574,0.3604,1.0,0.3041,0.9917
0.7579,0.3604,1.0,0.3041,0.9917
0.7584,0.3604,1.0,0.3041,0.9917
0.7589,0.3604,1.0,0.3041,0.9917
0.7594,0.3604,1.0,0.3041,0.9917
0.7599,0.3604,1.0,0.3041,0.9917
0.7604,0.3604,1.0,0.3041,0.9917
0.7609,0.3604,1.0,0.3041,0.9917
0.7614,0.3604,1.0,0.3041,0.9917
0.7619,0.3604,1.0,0.3041,0.9917
0.7624,0.3579,1.0,0.3041,0.9917
0.7629,0.3579,1.0,0.3041,0.9917
0.7634,0.3579,1.0,0.3041,0.9917
0.7639,0.3579,1.0,0.3041,0.9917
0.7644,0.3579,1.0,0.3041,0.9917
0.7649,0.3579,1.0,0.3041,0.9917
0.7654,0.3579,1.0,0.3041,0.9917
0.7659,0.3579,1.0,0.3041,0.9917
0.7664,0.3579,1.0,0.3041,0.9917
0.7669,0.3579,1.0,0.3023,0.9917
0.7674,0.3579,1.0,0.3023,0.9917
0.7679,0.3579,1.0,0.3023,0.9917
0.7684,0.3579,1.0,0.3023,0.9917
0.7689,0.3579,1.0,0.3023,0.9917
0.7694,0.3579,1.0,0.3023,0.9917
0.7699,0.3579,1.0,0.3023,0.9917
0.7704,0.3579,1.0,0.3023,0.9917
0.7709,0.3579,1.0,0.3023,0.9917
0.7714,0.3579,1.0,0.3023,0.9917
0.7719,0.3579,1.0,0.3023,0.9917
0.7724,0.3579,1.0,0.3023,0.9917
0.7729,0.3579,1.0,0.3023,0.9917
0.7734,0.3579,1.0,0.3023,0.9917
0.7739,0.3579,1.0,0.3023,0.9917
0.7744,0.3579,1.0,0.3023,0.9917
0.7749,0.3579,1.0,0.3023,0.9917
0.7754,0.3579,1.0,0.3023,0.9917
0.7759,0.3579,1.0,0.3023,0.9917
0.7764,0.3579,1.0,0.3023,0.9917
0.7769,0.3579,1.0,0.3023,0.9917
0.7774,0.3579,1.0,0.3023,0.9917
0.7779,0.3579,1.0,0.3023,0.9917
0.7784,0.3579,1.0,0.3023,0.9917
0.7789,0.3579,1.0,0.3023,0.9917
0.7794,0.3579,1.0,0.3023,0.9917
0.7799,0.3579,1.0,0.3023,0.9917
0.7804,0.3579,1.0,0.3023,0.9917
0.7809,0.3579,1.0,0.3023,0.9917
0.7814,0.3579,1.0,0.3023,0.9917
0.7819,0.3579,1.0,0.3023,0.9917
0.7824,0.3579,1.0,0.3023,0.9917
0.7829,0.3579,1.0,0.3023,0.9917
0.7834,0.3579,1.0,0.3023,0.9917
0.7839,0.3579,1.0,0.3023,0.9917
0.7844,0.3579,1.0,0.3023,0.9917
0.7849,0.3579,1.0,0.3023,0.9917
0.7854,0.3579,1.0,0.3023,0.9917
0.7859,0.3579,1.0,0.3023,0.9917
0.7864,0.3579,1.0,0.3023,0.9917
0.7869,0.3579,1.0,0.3023,0.9917
0.7874,0.3579,1.0,0.3023,0.9917
0.7879,0.3579,1.0,0.3023,0.9917
0.7884,0.3579,1.0,0.3023,0.9917
0.7889,0.3579,1.0,0.3023,0.9917
0.7894,0.3579,1.0,0.3023,0.9917
0.7899,0.3579,1.0,0.3023,0.9917
0.7904,0.3579,1.0,0.3023,0.9917
0.7909,0.3579,1.0,0.3023,0.9917
0.7914,0.3579,1.0,0.3023,0.9917
0.7919,0.3579,1.0,0.3023,0.9917
0.7924,0.3579,1.0,0.3023,0.9917
0.7929,0.3579,1.0,0.3023,0.9917
0.7934,0.3579,1.0,0.3023,0.9917
0.7939,0.3579,1.0,0.3023,0.9917
0.7944,0.3579,1.0,0.3023,0.9917
0.7949,0.3553,1.0,0.3023,0.9917
0.7954,0.3553,1.0,0.3023,0.9917
0.7959,0.3553,1.0,0.3023,0.9917
0.7964,0.3553,1.0,0.3023,0.9917
0.7969,0.3553,1.0,0.3023,0.9917
0.7974,0.3553,1.0,0.3023,0.9917
0.7979,0.3528,1.0,0.3023,0.9917
0.7984,0.3528,1.0,0.3023,0.9917
0.7989,0.3528,1.0,0.3023,0.9917
0.7994,0.3528,1.0,0.3023,0.9917
0.7999,0.3528,1.0,0.3023,0.9917
0.8004,0.3426,1.0,0.2862,0.9932
0.8009,0.3426,1.0,0.2862,0.9932
0.8014,0.3426,1.0,0.2862,0.9932
0.8019,0.3426,1.0,0.2862,0.9932
0.8024,0.3426,1.0,0.2862,0.9932
0.8029,0.3426,1.0,0.2862,0.9932
0.8034,0.3426,1.0,0.2862,0.9932
0.8039,0.3426,1.0,0.2862,0.9932
0.8044,0.3426,1.0,0.2862,0.9932
0.8049,0.3426,1.0,0.2862,0.9932
0.8054,0.3426,1.0,0.2862,0.9932
0.8059,0.3426,1.0,0.2862,0.9932
0.8064,0.3426,1.0,0.2862,0.9932
0.8069,0.3426,1.0,0.2862,0.9932
0.8074,0.3426,1.0,0.2862,0.9932
0.8079,0.3426,1.0,0.2862,0.9932
0.8084,0.3426,1.0,0.2826,0.9932
0.8089,0.3426,1.0,0.2826,0.9932
0.8094,0.3426,1.0,0.2826,0.9932
0.8099,0.3426,1.0,0.2826,0.9932
0.8104,0.3426,1.0,0.2826,0.9932
0.8109,0.3426,1.0,0.2826,0.9932
0.8114,0.3426,1.0,0.2826,0.9932
0.8119,0.3426,1.0,0.2826,0.9932
0.8124,0.3426,1.0,0.2826,0.9932
0.8129,0.3426,1.0,0.2826,0.9932
0.8134,0.3426,1.0,0.2826,0.9932
0.8139,0.3426,1.0,0.2826,0.9932
0.8144,0.3426,1.0,0.2826,0.9932
0.8149,0.3426,1.0,0.2826,0.9932
0.8154,0.3426,1.0,0.2826,0.9932
0.8159,0.3426,1.0,0.2826,0.9932
0.8164,0.3426,1.0,0.2826,0.9932
0.8169,0.3426,1.0,0.2826,0.9932
0.8174,0.3426,1.0,0.2826,0.9932
0.8179,0.3426,1.0,0.2826,0.9932
0.8184,0.3426,1.0,0.2826,0.9932
0.8189,0.3426,1.0,0.2826,0.9932
0.8194,0.3426,1.0,0.2826,0.9932
0.8199,0.3426,1.0,0.2826,0.9932
0.8204,0.3426,1.0,0.2826,0.9932
0.8209,0.3426,1.0,0.2826,0.9932
0.8214,0.3426,1.0,0.2826,0.9932
0.8219,0.3426,1.0,0.2826,0.9932
0.8224,0.3426,1.0,0.2826,0.9932
0.8229,0.3426,1.0,0.2826,0.9932
0.8234,0.3426,1.0,0.2826,0.9932
0.8239,0.3426,1.0,0.2791,0.9932
0.8244,0.3426,1.0,0.2791,0.9932
0.8249,0.3426,1.0,0.2791,0.9932
0.8254,0.3426,1.0,0.2791,0.9932
0.8259,0.3426,1.0,0.2791,0.9932
0.8264,0.1878,1.0,0.1467,0.9979
0.8269,0.1878,1.0,0.1467,0.9979
0.8274,0.1878,1.0,0.1467,0.9979
0.8279,0.1878,1.0,0.1467,0.9979
0.8284,0.1878,1.0,0.1467,0.9979
0.8289,0.1878,1.0,0.1467,0.9979
0.8294,0.1878,1.0,0.1467,0.9979
0.8299,0.1878,1.0,0.1467,0.9979
0.8304,0.1878,1.0,0.1467,0.9979
0.8309,0.1878,1.0,0.1467,0.9979
0.8314,0.1878,1.0,0.1467,0.9979
0.8319,0.1878,1.0,0.1467,0.9979
0.8324,0.1878,1.0,0.1467,0.9979
0.8329,0.1878,1.0,0.1467,0.9979
0.8334,0.1878,1.0,0.1467,0.9979
0.8339,0.1878,1.0,0.1467,0.9979
0.8344,0.1878,1.0,0.1467,0.9979
0.8349,0.1878,1.0,0.1467,0.9979
0.8354,0.1878,1.0,0.1467,0.9979
0.8359,0.1878,1.0,0.1467,0.9979
0.8364,0.1878,1.0,0.1467,0.9979
0.8369,0.1878,1.0,0.1467,0.9979
0.8374,0.1878,1.0,0.1467,0.9979
0.8379,0.1878,1.0,0.1449,0.9979
0.8384,0.1878,1.0,0.1449,0.9979
0.8389,0.1878,1.0,0.1449,0.9979
0.8394,0.1878,1.0,0.1449,0.9979
0.8399,0.1878,1.0,0.1449,0.9979
0.8404,0.1878,1.0,0.1449,0.9979
0.8409,0.1878,1.0,0.1449,0.9979
0.8414,0.1878,1.0,0.1449,0.9979
0.8419,0.1878,1.0,0.1449,0.9979
0.8424,0.0939,1.0,0.059,0.9994
0.8429,0.0939,1.0,0.059,0.9994
0.8434,0.0939,1.0,0.059,0.9994
0.8439,0.0939,1.0,0.059,0.9994
0.8444,0.0939,1.0,0.059,0.9994
0.8449,0.0939,1.0,0.059,0.9994
0.8454,0.0939,1.0,0.059,0.9994
0.8459,0.0939,1.0,0.059,0.9994
0.8464,0.0939,1.0,0.059,0.9994
0.8469,0.0939,1.0,0.059,0.9994
0.8474,0.0939,1.0,0.059,0.9994
0.8479,0.0939,1.0,0.059,0.9994
0.8484,0.0914,1.0,0.059,0.9994
0.8489,0.0914,1.0,0.059,0.9994
0.8494,0.0914,1.0,0.059,0.9994
0.8499,0.0914,1.0,0.059,0.9994
0.8504,0.0914,1.0,0.059,0.9994
0.8509,0.0914,1.0,0.059,0.9994
0.8514,0.0914,1.0,0.059,0.9994
0.8519,0.0914,1.0,0.059,0.9994
0.8524,0.0914,1.0,0.059,0.9994
0.8529,0.0914,1.0,0.059,0.9994
0.8534,0.0914,1.0,0.059,0.9994
0.8539,0.0914,1.0,0.059,0.9994
0.8544,0.0914,1.0,0.059,0.9994
0.8549,0.0914,1.0,0.059,0.9994
0.8554,0.0914,1.0,0.059,0.9994
0.8559,0.0914,1.0,0.059,0.9994
0.8564,0.0914,1.0,0.059,0.9994
0.8569,0.0914,1.0,0.059,0.9994
0.8574,0.0914,1.0,0.059,0.9994
0.8579,0.0914,1.0,0.059,0.9994
0.8584,0.0914,1.0,0.059,0.9994
0.8589,0.0914,1.0,0.059,0.9994
0.8594,0.0914,1.0,0.059,0.9994
0.8599,0.0914,1.0,0.059,0.9994
0.8604,0.0914,1.0,0.059,0.9994
0.8609,0.0914,1.0,0.059,0.9994
0.8614,0.0914,1.0,0.059,0.9994
0.8619,0.0914,1.0,0.059,0.9994
0.8624,0.0914,1.0,0.059,0.9994
0.8629,0.0914,1.0,0.059,0.9994
0.8634,0.0914,1.0,0.059,0.9994
0.8639,0.0914,1.0,0.059,0.9994
0.8644,0.0888,1.0,0.059,0.9994
0.8649,0.0888,1.0,0.059,0.9994
0.8654,0.0888,1.0,0.059,0.9994
0.8659,0.0888,1.0,0.059,0.9994
0.8664,0.0888,1.0,0.0572,0.9994
0.8669,0.0888,1.0,0.0572,0.9994
0.8674,0.0888,1.0,0.0572,0.9994
0.8679,0.0888,1.0,0.0572,0.9994
0.8684,0.0888,1.0,0.0572,0.9994
0.8689,0.0888,1.0,0.0572,0.9994
0.8694,0.0888,1.0,0.0572,0.9994
0.8699,0.0888,1.0,0.0572,0.9994
0.8704,0.0888,1.0,0.0572,0.9994
0.8709,0.0888,1.0,0.0572,0.9994
0.8714,0.0888,1.0,0.0572,0.9994
0.8719,0.0888,1.0,0.0572,0.9994
0.8724,0.0863,1.0,0.0572,0.9994
0.8729,0.0863,1.0,0.0572,0.9994
0.8734,0.0863,1.0,0.0572,0.9994
0.8739,0.0863,1.0,0.0572,0.9994
0.8744,0.0863,1.0,0.0572,0.9994
0.8749,0.0863,1.0,0.0572,0.9994
0.8754,0.0863,1.0,0.0572,0.9994
0.8759,0.0863,1.0,0.0572,0.9994
0.8764,0.0863,1.0,0.0572,0.9994
0.8769,0.0863,1.0,0.0572,0.9994
0.8774,0.0863,1.0,0.0572,0.9994
0.8779,0.0863,1.0,0.0572,0.9994
0.8784,0.0863,1.0,0.0572,0.9994
0.8789,0.0863,1.0,0.0572,0.9994
0.8794,0.0863,1.0,0.0572,0.9994
0.8799,0.0863,1.0,0.0572,0.9994
0.8804,0.0863,1.0,0.0572,0.9994
0.8809,0.0863,1.0,0.0572,0.9994
0.8814,0.0838,1.0,0.0572,0.9994
0.8819,0.0838,1.0,0.0572,0.9994
0.8824,0.0838,1.0,0.0572,0.9994
0.8829,0.0838,1.0,0.0572,0.9994
0.8834,0.0838,1.0,0.0572,0.9994
