threshold,cal_sens,cal_spec,test_sens,test_spec
0.2951,0.6142,1.0,0.6243,0.9598
0.2956,0.6142,1.0,0.6243,0.9598
0.2961,0.6142,1.0,0.6243,0.9598
0.2966,0.6142,1.0,0.6243,0.9598
0.2971,0.6142,1.0,0.6243,0.9598
0.2976,0.6142,1.0,0.6243,0.9598
0.2981,0.6142,1.0,0.6243,0.9598
0.2986,0.6142,1.0,0.6243,0.9598
0.2991,0.6142,1.0,0.6243,0.9598
0.2996,0.6142,1.0,0.6243,0.9598
0.3002,0.6142,1.0,0.6243,0.9598
0.3007,0.6142,1.0,0.6243,0.9598
0.3012,0.6142,1.0,0.6243,0.9598
0.3017,0.6142,1.0,0.6243,0.9598
0.3022,0.6142,1.0,0.6243,0.9598
0.3027,0.6142,1.0,0.6243,0.9598
0.3032,0.6142,1.0,0.6243,0.9598
0.3037,0.6142,1.0,0.6243,0.9598
0.3042,0.6142,1.0,0.6243,0.9598
0.3047,0.6142,1.0,0.6243,0.9598
0.3052,0.6142,1.0,0.6243,0.9598
0.3057,0.6142,1.0,0.6243,0.9598
0.3062,0.6142,1.0,0.6243,0.9598
0.3067,0.6142,1.0,0.6243,0.9598
0.3072,0.6142,1.0,0.6243,0.9598
0.3077,0.6142,1.0,0.6243,0.9598
0.3082,0.6142,1.0,0.6243,0.9598
0.3087,0.6142,1.0,0.6243,0.9598
0.3092,0.6142,1.0,0.6243,0.9598
0.3097,0.6142,1.0,0.6243,0.9598
0.3102,0.6142,1.0,0.6243,0.9598
0.3107,0.6142,1.0,0.6243,0.9598
0.3112,0.6142,1.0,0.6243,0.9598
0.3117,0.6142,1.0,0.6243,0.9598
0.3122,0.6142,1.0,0.6243,0.9598
0.3127,0.6142,1.0,0.6243,0.9598
0.3132,0.6142,1.0,0.6243,0.9598
0.3137,0.6142,1.0,0.6243,0.9598
0.3142,0.6142,1.0,0.6243,0.9598
0.3147,0.6142,1.0,0.6243,0.9598
0.3152,0.6142,1.0,0.6243,0.9598
0.3157,0.6142,1.0,0.6243,0.9598
0.3162,0.6142,1.0,0.6243,0.9598
0.3167,0.6142,1.0,0.6243,0.9598
0.3172,0.6142,1.0,0.6243,0.9598
0.3177,0.6142,1.0,0.6243,0.9598
0.3182,0.6142,1.0,0.6243,0.9598
0.3187,0.6142,1.0,0.6243,0.9598
0.3192,0.6142,1.0,0.6243,0.9598
0.3197,0.6142,1.0,0.6243,0.9598
0.3202,0.6142,1.0,0.6243,0.9598
0.3207,0.6142,1.0,0.6243,0.9598
0.3212,0.6142,1.0,0.6243,0.9598
0.3217,0.6142,1.0,0.6243,0.9598
0.3222,0.6142,1.0,0.6243,0.9598
0.3227,0.6142,1.0,0.6243,0.9598
0.3232,0.6142,1.0,0.6243,0.9598
0.3237,0.6142,1.0,0.6243,0.9598
0.3242,0.6142,1.0,0.6243,0.9598
0.3247,0.6142,1.0,0.6243,0.9598
0.3252,0.6142,1.0,0.6243,0.9598
0.3257,0.6142,1.0,0.6243,0.9598
0.3262,0.6142,1.0,0.6243,0.9598
0.3267,0.6142,1.0,0.6243,0.9598
0.3272,0.6142,1.0,0.6243,0.9598
0.3277,0.6142,1.0,0.6243,0.9598
0.3282,0.6142,1.0,0.6243,0.9598
0.3287,0.6142,1.0,0.6243,0.9598
0.3292,0.6142,1.0,0.6243,0.9598
0.3297,0.6142,1.0,0.6243,0.9598
0.3302,0.6142,1.0,0.6243,0.9598
0.3307,0.6142,1.0,0.6243,0.9598
0.3312,0.6142,1.0,0.6243,0.9598
0.3317,0.6142,1.0,0.6243,0.9598
0.3322,0.6142,1.0,0.6243,0.9598
0.3327,0.6142,1.0,0.6243,0.9598
0.3332,0.6142,1.0,0.6243,0.9598
0.3337,0.6142,1.0,0.6225,0.9598
0.3342,0.6142,1.0,0.6225,0.9598
0.3347,0.6142,1.0,0.6225,0.9598
0.3352,0.6142,1.0,0.6225,0.9598
0.3357,0.6142,1.0,0.6225,0.9598
0.3362,0.6142,1.0,0.6225,0.9598
0.3367,0.6142,1.0,0.6225,0.9598
0.3372,0.6142,1.0,0.6225,0.9598
0.3377,0.6142,1.0,0.6225,0.9598
0.3382,0.6142,1.0,0.6225,0.9598
0.3387,0.6142,1.0,0.6225,0.9598
0.3392,0.6142,1.0,0.6225,0.9598
0.3397,0.6142,1.0,0.6225,0.9598
0.3402,0.6142,1.0,0.6225,0.9598
0.3407,0.6142,1.0,0.6225,0.9598
0.3412,0.6142,1.0,0.6225,0.9598
0.3417,0.6142,1.0,0.6225,0.9598
0.3422,0.6142,1.0,0.6225,0.9598
0.3427,0.6142,1.0,0.6225,0.9598
0.3432,0.6142,1.0,0.6225,0.9598
0.3437,0.6142,1.0,0.6225,0.9598
0.3442,0.6142,1.0,0.6225,0.9598
0.3447,0.6142,1.0,0.6225,0.9598
0.3452,0.6142,1.0,0.6225,0.9598
0.3457,0.6142,1.0,0.6225,0.9598
0.3462,0.6142,1.0,0.6225,0.9598
0.3467,0.6142,1.0,0.6225,0.9598
0.3472,0.6142,1.0,0.6225,0.9598
0.3477,0.6142,1.0,0.6225,0.9598
0.3482,0.6142,1.0,0.6225,0.9598
0.3487,0.6142,1.0,0.6225,0.9598
0.3492,0.6142,1.0,0.6225,0.9598
0.3497,0.6142,1.0,0.6225,0.9598
0.3502,0.6142,1.0,0.6225,0.9598
0.3507,0.6142,1.0,0.6225,0.9598
0.3512,0.6142,1.0,0.6225,0.9598
0.3517,0.6142,1.0,0.6225,0.9598
0.3522,0.6142,1.0,0.6225,0.9598
0.3527,0.6142,1.0,0.6225,0.9598
0.3532,0.6142,1.0,0.6225,0.9598
0.3537,0.6142,1.0,0.6225,0.9598
0.3542,0.6142,1.0,0.6225,0.9598
0.3547,0.6142,1.0,0.6225,0.9598
0.3552,0.6142,1.0,0.6225,0.9598
0.3557,0.6142,1.0,0.6225,0.9598
0.3562,0.6142,1.0,0.6225,0.9598
0.3567,0.6142,1.0,0.6225,0.9598
0.3572,0.6142,1.0,0.6225,0.9598
0.3577,0.6142,1.0,0.6225,0.9598
0.3582,0.6142,1.0,0.6225,0.9598
0.3587,0.6142,1.0,0.6225,0.9598
0.3592,0.6142,1.0,0.6225,0.9598
0.3597,0.6142,1.0,0.6225,0.9598
0.3602,0.6142,1.0,0.6225,0.9598
0.3607,0.6142,1.0,0.6225,0.9598
0.3612,0.6142,1.0,0.6225,0.9598
0.3617,0.6142,1.0,0.6225,0.9598
0.3622,0.6142,1.0,0.6225,0.9598
0.3627,0.6142,1.0,0.6225,0.9598
0.3632,0.6142,1.0,0.6225,0.9598
0.3637,0.6142,1.0,0.6225,0.9598
0.3642,0.6142,1.0,0.6225,0.9598
0.3647,0.6142,1.0,0.6225,0.9598
0.3652,0.6142,1.0,0.6225,0.9598
0.3657,0.6142,1.0,0.6225,0.9598
0.3662,0.6142,1.0,0.6225,0.9598
0.3667,0.6142,1.0,0.6225,0.9598
0.3672,0.6142,1.0,0.6225,0.9598
0.3677,0.6142,1.0,0.6225,0.9598
0.3682,0.6142,1.0,0.6225,0.9598
0.3687,0.6142,1.0,0.6225,0.9598
0.3692,0.6142,1.0,0.6225,0.9598
0.3697,0.6142,1.0,0.6225,0.9598
0.3702,0.6142,1.0,0.6225,0.9598
0.3707,0.6142,1.0,0.6225,0.9598
0.3712,0.6142,1.0,0.6225,0.9598
0.3717,0.6142,1.0,0.6225,0.9598
0.3722,0.6142,1.0,0.6225,0.9598
0.3727,0.6142,1.0,0.6225,0.9598
0.3732,0.6142,1.0,0.6225,0.9598
0.3737,0.6142,1.0,0.6225,0.9598
0.3742,0.6142,1.0,0.6225,0.9598
0.3747,0.6142,1.0,0.6225,0.9598
0.3752,0.6142,1.0,0.6225,0.9598
0.3757,0.6142,1.0,0.6225,0.9598
0.3762,0.6142,1.0,0.6225,0.9598
0.3767,0.6142,1.0,0.6225,0.9598
0.3772,0.6142,1.0,0.6225,0.9598
0.3777,0.6142,1.0,0.6225,0.9598
0.3782,0.6142,1.0,0.6225,0.9598
0.3787,0.6142,1.0,0.6225,0.9598
0.3792,0.6142,1.0,0.6225,0.9598
0.3797,0.6142,1.0,0.6225,0.9598
0.3802,0.6142,1.0,0.6225,0.9598
0.3807,0.6142,1.0,0.6225,0.9598
0.3812,0.6142,1.0,0.6225,0.9598
0.3817,0.6142,1.0,0.6225,0.9598
0.3822,0.6142,1.0,0.6225,0.9598
0.3827,0.6142,1.0,0.6225,0.9598
0.3832,0.6142,1.0,0.6225,0.9598
0.3837,0.6142,1.0,0.6225,0.9598
0.3842,0.6142,1.0,0.6225,0.9598
0.3847,0.6142,1.0,0.6225,0.9598
0.3852,0.6142,1.0,0.6225,0.9598
0.3857,0.6142,1.0,0.6225,0.9598
0.3862,0.6142,1.0,0.6225,0.9598
0.3867,0.6142,1.0,0.6225,0.9598
0.3872,0.6142,1.0,0.6225,0.9598
0.3877,0.6142,1.0,0.6225,0.9598
0.3882,0.6142,1.0,0.6225,0.9598
0.3887,0.6142,1.0,0.6225,0.9598
0.3892,0.6142,1.0,0.6225,0.9598
0.3897,0.6142,1.0,0.6225,0.9598
0.3902,0.6142,1.0,0.6225,0.9598
0.3907,0.6142,1.0,0.6225,0.9598
0.3912,0.6142,1.0,0.6225,0.9598
0.3917,0.6142,1.0,0.6225,0.9598
0.3922,0.6142,1.0,0.6225,0.9598
0.3927,0.6142,1.0,0.6225,0.9598
0.3932,0.6142,1.0,0.6225,0.9598
0.3937,0.6142,1.0,0.6225,0.9598
0.3942,0.6142,1.0,0.6225,0.9598
0.3947,0.6142,1.0,0.6225,0.9598
0.3952,0.6142,1.0,0.6225,0.9598
0.3957,0.6142,1.0,0.6225,0.9598
0.3962,0.6142,1.0,0.6225,0.9598
0.3967,0.6142,1.0,0.6225,0.9598
0.3972,0.6142,1.0,0.6225,0.9598
0.3977,0.6142,1.0,0.6225,0.9598
0.3982,0.6142,1.0,0.6225,0.9598
0.3987,0.6142,1.0,0.6225,0.9598
0.3992,0.6142,1.0,0.6225,0.9598
0.3997,0.6142,1.0,0.6225,0.9598
0.4002,0.6142,1.0,0.6225,0.9598
0.4007,0.6142,1.0,0.6225,0.9598
0.4012,0.6142,1.0,0.6225,0.9598
0.4017,0.6142,1.0,0.6225,0.9598
0.4022,0.6142,1.0,0.6225,0.9598
0.4027,0.6142,1.0,0.6225,0.9598
0.4032,0.6142,1.0,0.6225,0.9598
0.4037,0.6142,1.0,0.6225,0.9598
0.4042,0.6142,1.0,0.6225,0.9598
0.4047,0.6142,1.0,0.6225,0.9598
0.4052,0.6142,1.0,0.6225,0.9598
0.4057,0.6142,1.0,0.6225,0.9598
0.4062,0.6142,1.0,0.6225,0.9598
0.4067,0.6142,1.0,0.6225,0.9598
0.4072,0.6142,1.0,0.6225,0.9598
0.4077,0.6142,1.0,0.6225,0.9598
0.4082,0.6142,1.0,0.6225,0.9598
0.4087,0.6142,1.0,0.6225,0.9598
0.4092,0.6142,1.0,0.6225,0.9598
0.4097,0.6142,1.0,0.6225,0.9598
0.4102,0.6142,1.0,0.6225,0.9598
0.4107,0.6142,1.0,0.6225,0.9598
0.4112,0.6142,1.0,0.6225,0.9598
0.4117,0.6142,1.0,0.6225,0.9598
0.4122,0.6142,1.0,0.6225,0.9598
0.4127,0.6142,1.0,0.6225,0.9598
0.4132,0.6142,1.0,0.6225,0.9598
0.4137,0.6142,1.0,0.6225,0.9598
0.4142,0.6142,1.0,0.6225,0.9598
0.4147,0.6142,1.0,0.6225,0.9598
0.4152,0.6142,1.0,0.6225,0.9598
0.4157,0.6142,1.0,0.6225,0.9598
0.4162,0.6142,1.0,0.6225,0.9598
0.4167,0.6142,1.0,0.6225,0.9598
0.4172,0.6142,1.0,0.6225,0.9598
0.4177,0.6142,1.0,0.6225,0.9598
0.4182,0.6142,1.0,0.6225,0.9598
0.4187,0.6142,1.0,0.6225,0.9598
0.4192,0.6142,1.0,0.6225,0.9598
0.4197,0.6142,1.0,0.6225,0.9598
0.4202,0.6142,1.0,0.6225,0.9598
0.4207,0.6142,1.0,0.6225,0.9598
0.4212,0.6142,1.0,0.6225,0.9598
0.4217,0.6142,1.0,0.6225,0.9598
0.4222,0.6142,1.0,0.6225,0.9598
0.4227,0.6142,1.0,0.6225,0.9598
0.4232,0.6142,1.0,0.6225,0.9598
0.4237,0.6142,1.0,0.6225,0.9598
0.4242,0.6142,1.0,0.6225,0.9598
0.4247,0.6142,1.0,0.6225,0.9598
0.4252,0.6142,1.0,0.6225,0.9598
0.4257,0.6142,1.0,0.6225,0.9598
0.4262,0.6142,1.0,0.6225,0.9598
0.4267,0.6142,1.0,0.6225,0.9598
0.4272,0.6142,1.0,0.6225,0.9598
0.4277,0.6142,1.0,0.6225,0.9598
0.4282,0.6142,1.0,0.6225,0.9598
0.4287,0.6142,1.0,0.6225,0.9598
0.4292,0.6142,1.0,0.6225,0.9598
0.4297,0.6142,1.0,0.6225,0.9598
0.4302,0.6142,1.0,0.6225,0.9598
0.4307,0.6142,1.0,0.6225,0.9598
0.4312,0.6142,1.0,0.6225,0.9598
0.4317,0.6142,1.0,0.6225,0.9598
0.4322,0.6142,1.0,0.6225,0.9598
0.4327,0.6142,1.0,0.6225,0.9598
0.4332,0.6142,1.0,0.6225,0.9598
0.4337,0.6142,1.0,0.6225,0.9598
0.4342,0.6142,1.0,0.6225,0.9598
0.4347,0.6142,1.0,0.6225,0.9598
0.4352,0.6142,1.0,0.6225,0.9598
0.4357,0.6142,1.0,0.6225,0.9598
0.4362,0.6142,1.0,0.6225,0.9598
0.4367,0.6142,1.0,0.6225,0.9598
0.4372,0.6142,1.0,0.6225,0.9598
0.4377,0.6142,1.0,0.6225,0.9598
0.4382,0.6142,1.0,0.6225,0.9598
0.4387,0.6142,1.0,0.6225,0.9598
0.4392,0.6142,1.0,0.6225,0.9598
0.4397,0.6142,1.0,0.6225,0.9598
0.4402,0.6142,1.0,0.6225,0.9598
0.4407,0.6142,1.0,0.6225,0.9598
0.4412,0.6142,1.0,0.6225,0.9598
0.4417,0.6142,1.0,0.6225,0.9598
0.4422,0.6142,1.0,0.6225,0.9598
0.4427,0.6142,1.0,0.6225,0.9598
0.4432,0.6142,1.0,0.6225,0.9598
0.4437,0.6142,1.0,0.6225,0.9598
0.4442,0.6142,1.0,0.6225,0.9598
0.4447,0.6142,1.0,0.6225,0.9598
0.4452,0.6142,1.0,0.6225,0.9598
0.4457,0.6142,1.0,0.6225,0.9598
0.4462,0.6142,1.0,0.6225,0.9598
0.4467,0.6142,1.0,0.6225,0.9598
0.4472,0.6142,1.0,0.6225,0.9598
0.4477,0.6142,1.0,0.6225,0.9598
0.4482,0.6142,1.0,0.6225,0.9598
0.4487,0.6142,1.0,0.6225,0.9598
0.4492,0.6142,1.0,0.6225,0.9598
0.4497,0.6142,1.0,0.6225,0.9598
0.4502,0.6142,1.0,0.6225,0.9598
0.4507,0.6142,1.0,0.6225,0.9598
0.4512,0.6142,1.0,0.6225,0.9598
0.4517,0.6142,1.0,0.6225,0.9598
0.4522,0.6142,1.0,0.6225,0.9598
0.4527,0.6142,1.0,0.6225,0.9598
0.4532,0.6142,1.0,0.6225,0.9598
0.4537,0.6142,1.0,0.6225,0.9598
0.4542,0.6142,1.0,0.6225,0.9598
0.4547,0.6142,1.0,0.6225,0.9598
0.4552,0.6142,1.0,0.6225,0.9598
0.4557,0.6142,1.0,0.6225,0.9598
0.4562,0.6142,1.0,0.6225,0.9598
0.4567,0.6142,1.0,0.6225,0.9598
0.4572,0.6142,1.0,0.6225,0.9598
0.4577,0.6142,1.0,0.6225,0.9598
0.4582,0.6142,1.0,0.6225,0.9598
0.4587,0.6142,1.0,0.6225,0.9598
0.4592,0.6142,1.0,0.6225,0.9598
0.4597,0.6142,1.0,0.6225,0.9598
0.4602,0.6142,1.0,0.6225,0.9598
0.4607,0.6142,1.0,0.6225,0.9598
0.4612,0.6142,1.0,0.6225,0.9598
0.4617,0.6142,1.0,0.6225,0.9598
0.4622,0.6142,1.0,0.6225,0.9598
0.4627,0.6142,1.0,0.6225,0.9598
0.4632,0.6142,1.0,0.6225,0.9598
0.4637,0.6142,1.0,0.6225,0.9598
0.4642,0.6142,1.0,0.6225,0.9598
0.4647,0.6142,1.0,0.6225,0.9598
0.4652,0.6142,1.0,0.6225,0.9598
0.4657,0.6142,1.0,0.6225,0.9598
0.4662,0.6142,1.0,0.6225,0.9598
0.4667,0.6142,1.0,0.6225,0.9598
0.4672,0.6142,1.0,0.6225,0.9598
0.4677,0.6142,1.0,0.6225,0.9598
0.4682,0.6142,1.0,0.6225,0.9598
0.4687,0.6142,1.0,0.6225,0.9598
0.4692,0.6142,1.0,0.6225,0.9598
0.4697,0.6142,1.0,0.6225,0.9598
0.4702,0.6142,1.0,0.6225,0.9598
0.4707,0.6142,1.0,0.6225,0.9598
0.4712,0.6142,1.0,0.6225,0.9598
0.4717,0.6142,1.0,0.6225,0.9598
0.4722,0.6142,1.0,0.6225,0.9598
0.4727,0.6142,1.0,0.6225,0.9598
0.4732,0.6142,1.0,0.6225,0.9598
0.4737,0.6142,1.0,0.6225,0.9598
0.4742,0.4924,1.0,0.4651,0.9814
0.4747,0.4924,1.0,0.4651,0.9814
0.4752,0.4924,1.0,0.4651,0.9814
0.4757,0.4924,1.0,0.4651,0.9814
0.4762,0.4924,1.0,0.4651,0.9814
0.4767,0.4924,1.0,0.4651,0.9814
0.4772,0.4924,1.0,0.4651,0.9814
0.4777,0.4924,1.0,0.4651,0.9814
0.4782,0.4924,1.0,0.4651,0.9814
0.4787,0.4924,1.0,0.4651,0.9814
0.4792,0.4924,1.0,0.4651,0.9814
0.4797,0.4924,1.0,0.4651,0.9814
0.4802,0.4924,1.0,0.4651,0.9814
0.4807,0.4924,1.0,0.4651,0.9814
0.4812,0.4924,1.0,0.4651,0.9814
0.4817,0.4924,1.0,0.4651,0.9814
0.4822,0.4924,1.0,0.4651,0.9814
0.4827,0.4924,1.0,0.4651,0.9814
0.4832,0.4924,1.0,0.4651,0.9814
0.4837,0.4924,1.0,0.4651,0.9814
0.4842,0.4924,1.0,0.4651,0.9814
0.4847,0.4924,1.0,0.4651,0.9814
0.4852,0.4924,1.0,0.4651,0.9814
0.4857,0.4924,1.0,0.4651,0.9814
0.4862,0.4924,1.0,0.4651,0.9814
0.4867,0.4924,1.0,0.4651,0.9814
0.4872,0.4924,1.0,0.4651,0.9814
0.4877,0.4924,1.0,0.4651,0.9814
0.4882,0.4924,1.0,0.4651,0.9814
0.4887,0.4924,1.0,0.4651,0.9814
0.4892,0.4924,1.0,0.4651,0.9814
0.4897,0.4924,1.0,0.4651,0.9814
0.4902,0.4924,1.0,0.4651,0.9814
0.4907,0.4924,1.0,0.4651,0.9814
0.4912,0.4924,1.0,0.4651,0.9814
0.4917,0.4924,1.0,0.4651,0.9814
0.4922,0.4924,1.0,0.4651,0.9814
0.4927,0.4924,1.0,0.4651,0.9814
0.4932,0.4924,1.0,0.4651,0.9814
0.4937,0.4924,1.0,0.4651,0.9814
0.4942,0.4924,1.0,0.4651,0.9814
0.4947,0.4924,1.0,0.4651,0.9814
0.4952,0.4924,1.0,0.4651,0.9814
0.4957,0.4924,1.0,0.4651,0.9814
0.4962,0.4924,1.0,0.4651,0.9814
0.4967,0.4924,1.0,0.4651,0.9814
0.4972,0.4924,1.0,0.4651,0.9814
0.4977,0.4924,1.0,0.4651,0.9814
0.4982,0.4924,1.0,0.4651,0.9814
0.4987,0.4924,1.0,0.4651,0.9814
0.4992,0.4924,1.0,0.4651,0.9814
0.4997,0.4924,1.0,0.4651,0.9814
0.5003,0.4924,1.0,0.4651,0.9816
0.5008,0.4924,1.0,0.4651,0.9816
0.5013,0.4924,1.0,0.4651,0.9816
0.5018,0.4924,1.0,0.4651,0.9816
0.5023,0.4924,1.0,0.4651,0.9816
0.5028,0.4924,1.0,0.4651,0.9816
0.5033,0.4924,1.0,0.4651,0.9816
0.5038,0.4924,1.0,0.4651,0.9816
0.5043,0.4924,1.0,0.4651,0.9816
0.5048,0.4924,1.0,0.4651,0.9818
0.5053,0.4924,1.0,0.4651,0.9818
0.5058,0.4924,1.0,0.4651,0.9818
0.5063,0.4924,1.0,0.4651,0.9818
0.5068,0.4924,1.0,0.4651,0.9818
0.5073,0.4924,1.0,0.4651,0.9818
0.5078,0.4924,1.0,0.4651,0.9818
0.5083,0.4924,1.0,0.4651,0.9818
0.5088,0.4924,1.0,0.4651,0.9818
0.5093,0.4924,1.0,0.4651,0.9818
0.5098,0.4924,1.0,0.4651,0.9818
0.5103,0.4924,1.0,0.4651,0.9818
0.5108,0.4924,1.0,0.4651,0.9818
0.5113,0.4924,1.0,0.4651,0.9818
0.5118,0.4924,1.0,0.4651,0.9818
0.5123,0.4924,1.0,0.4651,0.9818
0.5128,0.4924,1.0,0.4651,0.9818
0.5133,0.4924,1.0,0.4651,0.9818
0.5138,0.4924,1.0,0.4651,0.9818
0.5143,0.4924,1.0,0.4651,0.9818
0.5148,0.4924,1.0,0.4651,0.9818
0.5153,0.4924,1.0,0.4651,0.9818
0.5158,0.4924,1.0,0.4651,0.9818
0.5163,0.4924,1.0,0.4651,0.9818
0.5168,0.4924,1.0,0.4651,0.9818
0.5173,0.4924,1.0,0.4651,0.9818
0.5178,0.4924,1.0,0.4651,0.9818
0.5183,0.4924,1.0,0.4651,0.9818
0.5188,0.4924,1.0,0.4651,0.9818
0.5193,0.4924,1.0,0.4651,0.9818
0.5198,0.4924,1.0,0.4651,0.9818
0.5203,0.4924,1.0,0.4651,0.9818
0.5208,0.4924,1.0,0.4651,0.9818
0.5213,0.4924,1.0,0.4651,0.9818
0.5218,0.4924,1.0,0.4651,0.9818
0.5223,0.4924,1.0,0.4651,0.9818
0.5228,0.4924,1.0,0.4651,0.9818
0.5233,0.4924,1.0,0.4651,0.9818
0.5238,0.4924,1.0,0.4651,0.9818
0.5243,0.4924,1.0,0.4651,0.9818
0.5248,0.4924,1.0,0.4651,0.9818
0.5253,0.4924,1.0,0.4651,0.9818
0.5258,0.4924,1.0,0.4651,0.9818
0.5263,0.4924,1.0,0.4651,0.9818
0.5268,0.4924,1.0,0.4651,0.9818
0.5273,0.4924,1.0,0.4651,0.9818
0.5278,0.4924,1.0,0.4651,0.9818
0.5283,0.4924,1.0,0.4651,0.9818
0.5288,0.4924,1.0,0.4651,0.9818
0.5293,0.4924,1.0,0.4651,0.9818
0.5298,0.4924,1.0,0.4651,0.9818
0.5303,0.4924,1.0,0.4651,0.9818
0.5308,0.4924,1.0,0.4651,0.9818
0.5313,0.4924,1.0,0.4651,0.9818
0.5318,0.4924,1.0,0.4651,0.9818
0.5323,0.4924,1.0,0.4651,0.9818
0.5328,0.4924,1.0,0.4651,0.9818
0.5333,0.4924,1.0,0.4651,0.9818
0.5338,0.4924,1.0,0.4651,0.9818
0.5343,0.4924,1.0,0.4651,0.9818
0.5348,0.4924,1.0,0.4651,0.9818
0.5353,0.4924,1.0,0.4651,0.9818
0.5358,0.4924,1.0,0.4651,0.9818
0.5363,0.4924,1.0,0.4651,0.9818
0.5368,0.4924,1.0,0.4651,0.9818
0.5373,0.4924,1.0,0.4651,0.9818
0.5378,0.4924,1.0,0.4651,0.9818
0.5383,0.4924,1.0,0.4651,0.9818
0.5388,0.4924,1.0,0.4651,0.9818
0.5393,0.4924,1.0,0.4651,0.9818
0.5398,0.4924,1.0,0.4651,0.9818
0.5403,0.4924,1.0,0.4651,0.9818
0.5408,0.4924,1.0,0.4651,0.9818
0.5413,0.4924,1.0,0.4651,0.9818
0.5418,0.4924,1.0,0.4651,0.9818
0.5423,0.4924,1.0,0.4651,0.9818
0.5428,0.4924,1.0,0.4651,0.9818
0.5433,0.4924,1.0,0.4651,0.9818
0.5438,0.4924,1.0,0.4651,0.9818
0.5443,0.4924,1.0,0.4651,0.9818
0.5448,0.4924,1.0,0.4651,0.9818
0.5453,0.4924,1.0,0.4651,0.9818
0.5458,0.4924,1.0,0.4651,0.9818
0.5463,0.4924,1.0,0.4651,0.9818
0.5468,0.4924,1.0,0.4651,0.9818
0.5473,0.4924,1.0,0.4651,0.9818
0.5478,0.4924,1.0,0.4651,0.9818
0.5483,0.4924,1.0,0.4651,0.9818
0.5488,0.4924,1.0,0.4651,0.9818
0.5493,0.4924,1.0,0.4651,0.9818
0.5498,0.4924,1.0,0.4651,0.9818
0.5503,0.4924,1.0,0.4651,0.9818
0.5508,0.4924,1.0,0.4651,0.9818
0.5513,0.4924,1.0,0.4651,0.9818
0.5518,0.4924,1.0,0.4651,0.9818
0.5523,0.4924,1.0,0.4651,0.9818
0.5528,0.4924,1.0,0.4651,0.9818
0.5533,0.4924,1.0,0.4651,0.9818
0.5538,0.4924,1.0,0.4651,0.9818
0.5543,0.4924,1.0,0.4651,0.9818
0.5548,0.4924,1.0,0.4651,0.9818
0.5553,0.4924,1.0,0.4651,0.9818
0.5558,0.4924,1.0,0.4651,0.9818
0.5563,0.4924,1.0,0.4651,0.9818
0.5568,0.4924,1.0,0.4651,0.9818
0.5573,0.4924,1.0,0.4651,0.9818
0.5578,0.4924,1.0,0.4651,0.9818
0.5583,0.4924,1.0,0.4651,0.9818
0.5588,0.4924,1.0,0.4651,0.9818
0.5593,0.4924,1.0,0.4651,0.9818
0.5598,0.4924,1.0,0.4651,0.9818
0.5603,0.4924,1.0,0.4651,0.9818
0.5608,0.4924,1.0,0.4651,0.9818
0.5613,0.4924,1.0,0.4651,0.9818
0.5618,0.4924,1.0,0.4651,0.9818
0.5623,0.4924,1.0,0.4651,0.9818
0.5628,0.4924,1.0,0.4651,0.9818
0.5633,0.4924,1.0,0.4651,0.9818
0.5638,0.4924,1.0,0.4651,0.9818
0.5643,0.4924,1.0,0.4651,0.9818
0.5648,0.4924,1.0,0.4651,0.9818
0.5653,0.4924,1.0,0.4651,0.9818
0.5658,0.4924,1.0,0.4651,0.9818
0.5663,0.4924,1.0,0.4651,0.9818
0.5668,0.4924,1.0,0.4651,0.9818
0.5673,0.4924,1.0,0.4651,0.9818
0.5678,0.4924,1.0,0.4651,0.9818
0.5683,0.4924,1.0,0.4651,0.9818
0.5688,0.4924,1.0,0.4651,0.9818
0.5693,0.4924,1.0,0.4651,0.9818
0.5698,0.4924,1.0,0.4651,0.9818
0.5703,0.4924,1.0,0.4651,0.9818
0.5708,0.4924,1.0,0.4651,0.9818
0.5713,0.4924,1.0,0.4651,0.9818
0.5718,0.4924,1.0,0.4651,0.9818
0.5723,0.4924,1.0,0.4651,0.9818
0.5728,0.4924,1.0,0.4651,0.9818
0.5733,0.4924,1.0,0.4651,0.9818
0.5738,0.4924,1.0,0.4651,0.9818
0.5743,0.4924,1.0,0.4651,0.9818
0.5748,0.4924,1.0,0.4651,0.9818
0.5753,0.4924,1.0,0.4651,0.9818
0.5758,0.4924,1.0,0.4651,0.9818
0.5763,0.4924,1.0,0.4651,0.9818
0.5768,0.4924,1.0,0.4651,0.9818
0.5773,0.4924,1.0,0.4651,0.9818
0.5778,0.4924,1.0,0.4651,0.9818
0.5783,0.4924,1.0,0.4651,0.9818
0.5788,0.4924,1.0,0.4651,0.9818
0.5793,0.4924,1.0,0.4651,0.9818
0.5798,0.4924,1.0,0.4651,0.9818
0.5803,0.4924,1.0,0.4651,0.9818
0.5808,0.4924,1.0,0.4651,0.9818
0.5813,0.4924,1.0,0.4651,0.9818
0.5818,0.4924,1.0,0.4651,0.9818
0.5823,0.4924,1.0,0.4651,0.9818
0.5828,0.4924,1.0,0.4651,0.9818
0.5833,0.4924,1.0,0.4651,0.9818
0.5838,0.4924,1.0,0.4651,0.9818
0.5843,0.4924,1.0,0.4651,0.9818
0.5848,0.4924,1.0,0.4651,0.9818
0.5853,0.4924,1.0,0.4651,0.9818
0.5858,0.4924,1.0,0.4651,0.9818
