embedding,norm,cal_method,conformal,alpha,auroc,brier,marginal_cov,tb_cov,nontb_cov,mean_size,singleton,empty,disparity,ess,w95,max_w,threshold,sensitivity,specificity,achieved_fnr
dinov2,L2,uncalibrated,APS,0.05,0.7553,0.2867,0.7161,0.8927,0.6976,1.323,0.677,0.0,0.1951,,,,,,,
dinov2,L2,uncalibrated,Mondrian,0.05,0.7553,0.2867,0.6385,0.9463,0.6062,1.3632,0.6368,0.0,0.3401,,,,,,,
dinov2,L2,uncalibrated,APS,0.1,0.7553,0.2867,0.571,0.8211,0.5447,1.0143,0.9857,0.0,0.2764,,,,,,,
dinov2,L2,uncalibrated,Mondrian,0.1,0.7553,0.2867,0.5426,0.8676,0.5085,1.0546,0.9454,0.0,0.3592,,,,,,,
dinov2,L2,uncalibrated,WeightedMondrian,0.1,0.7553,0.2867,0.5399,0.8014,0.5124,0.9549,0.9549,0.0451,0.289,604.6,6.71,13.46,,,,
dinov2,L2,uncalibrated,APS,0.2,0.7553,0.2867,0.4014,0.7084,0.3692,0.6916,0.6916,0.3084,0.3392,,,,,,,
dinov2,L2,uncalibrated,Mondrian,0.2,0.7553,0.2867,0.3751,0.7317,0.3376,0.6887,0.6887,0.3113,0.3941,,,,,,,
dinov2,L2,uncalibrated,CRC,0.1,0.7553,0.2867,,,,,,,,,,,0.4377,0.8569,0.4624,0.1431
dinov2,L2,temperature,APS,0.05,0.7553,0.2475,0.7161,0.8927,0.6976,1.323,0.677,0.0,0.1951,,,,,,,
dinov2,L2,temperature,Mondrian,0.05,0.7553,0.2475,0.6385,0.9463,0.6062,1.3632,0.6368,0.0,0.3401,,,,,,,
dinov2,L2,temperature,APS,0.1,0.7553,0.2475,0.571,0.8211,0.5447,1.0143,0.9857,0.0,0.2764,,,,,,,
dinov2,L2,temperature,Mondrian,0.1,0.7553,0.2475,0.5426,0.8676,0.5085,1.0546,0.9454,0.0,0.3592,,,,,,,
dinov2,L2,temperature,WeightedMondrian,0.1,0.7553,0.2475,0.5399,0.8014,0.5124,0.9549,0.9549,0.0451,0.289,604.6,6.71,13.46,,,,
dinov2,L2,temperature,APS,0.2,0.7553,0.2475,0.4014,0.7084,0.3692,0.6916,0.6916,0.3084,0.3392,,,,,,,
dinov2,L2,temperature,Mondrian,0.2,0.7553,0.2475,0.3751,0.7317,0.3376,0.6887,0.6887,0.3113,0.3941,,,,,,,
dinov2,L2,temperature,CRC,0.1,0.7553,0.2475,,,,,,,,,,,0.4902,0.8569,0.4598,0.1431
dinov2,L2,platt,APS,0.05,0.7553,0.0782,0.9864,0.8569,1.0,1.5681,0.4319,0.0,0.1431,,,,,,,
dinov2,L2,platt,Mondrian,0.05,0.7553,0.0782,0.6385,0.9463,0.6062,1.3632,0.6368,0.0,0.3401,,,,,,,
dinov2,L2,platt,APS,0.1,0.7553,0.0782,0.9741,0.7281,1.0,1.3718,0.6282,0.0,0.2719,,,,,,,
dinov2,L2,platt,Mondrian,0.1,0.7553,0.0782,0.5426,0.8676,0.5085,1.0546,0.9454,0.0,0.3592,,,,,,,
dinov2,L2,platt,WeightedMondrian,0.1,0.7553,0.0782,0.5399,0.8014,0.5124,0.9549,0.9549,0.0451,0.289,604.6,6.71,13.46,,,,
dinov2,L2,platt,APS,0.2,0.7553,0.0782,0.9551,0.5295,0.9998,1.2087,0.7913,0.0,0.4703,,,,,,,
dinov2,L2,platt,Mondrian,0.2,0.7553,0.0782,0.3751,0.7317,0.3376,0.6887,0.6887,0.3113,0.3941,,,,,,,
dinov2,L2,platt,CRC,0.1,0.7553,0.0782,,,,,,,,,,,0.0565,0.8569,0.4571,0.1431
dinov2,L2,isotonic,APS,0.05,0.7553,0.0784,0.9898,0.8927,1.0,1.6401,0.3599,0.0,0.1073,,,,,,,
dinov2,L2,isotonic,Mondrian,0.05,0.7553,0.0784,0.7113,0.9517,0.6861,1.4773,0.5227,0.0,0.2656,,,,,,,
dinov2,L2,isotonic,APS,0.1,0.7553,0.0784,0.9898,0.8927,1.0,1.6401,0.3599,0.0,0.1073,,,,,,,
dinov2,L2,isotonic,Mondrian,0.1,0.7553,0.0784,0.7057,0.8927,0.6861,1.2878,0.7122,0.0,0.2066,,,,,,,
dinov2,L2,isotonic,WeightedMondrian,0.1,0.7553,0.0784,0.7057,0.8927,0.6861,1.2878,0.7122,0.0,0.2066,604.6,6.71,13.46,,,,
dinov2,L2,isotonic,APS,0.2,0.7553,0.0784,0.966,0.6422,1.0,1.2854,0.7146,0.0,0.3578,,,,,,,
dinov2,L2,isotonic,Mondrian,0.2,0.7553,0.0784,0.4346,0.8927,0.3865,1.0,1.0,0.0,0.5062,,,,,,,
dinov2,L2,isotonic,CRC,0.1,0.7553,0.0784,,,,,,,,,,,0.063,0.8927,0.3865,0.1073
